Program Time [s],data 0,data 1
23.5725,1.99337e+06,2.54234e+06
23.6124,1.9933e+06,2.54217e+06
23.6535,1.99331e+06,2.54215e+06
23.6934,1.99332e+06,2.54222e+06
23.7338,1.99334e+06,2.54228e+06
23.7734,1.99335e+06,2.54232e+06
23.8144,1.99335e+06,2.54234e+06
23.8554,1.99335e+06,2.54233e+06
23.8944,1.99334e+06,2.54231e+06
23.9344,1.99335e+06,2.54235e+06
23.9744,1.99335e+06,2.54236e+06
24.0154,1.99337e+06,2.5424e+06
24.0554,1.99336e+06,2.54242e+06
24.0954,1.99337e+06,2.54245e+06
24.1354,1.99337e+06,2.54247e+06
24.1768,1.99339e+06,2.54249e+06
24.2167,1.99339e+06,2.5425e+06
24.2566,1.99339e+06,2.5425e+06
24.2964,1.99339e+06,2.54252e+06
24.3374,1.9934e+06,2.54254e+06
24.3778,1.99341e+06,2.54256e+06
24.4174,1.99339e+06,2.54252e+06
24.4575,1.99334e+06,2.54237e+06
24.4974,1.99329e+06,2.54221e+06
24.5384,1.99329e+06,2.54222e+06
24.5785,1.99331e+06,2.54227e+06
24.6185,1.99332e+06,2.54232e+06
24.6584,1.99333e+06,2.54235e+06
24.6994,1.99334e+06,2.54237e+06
24.7404,1.99333e+06,2.54236e+06
24.7794,1.99333e+06,2.54237e+06
24.8194,1.99333e+06,2.54239e+06
24.8604,1.99334e+06,2.54241e+06
24.9004,1.99335e+06,2.54245e+06
24.9404,1.99336e+06,2.54246e+06
24.9804,1.99337e+06,2.54249e+06
25.021,1.99336e+06,2.54249e+06
25.0615,1.99338e+06,2.54251e+06
25.1017,1.99337e+06,2.5425e+06
25.1417,1.99338e+06,2.54252e+06
25.1814,1.99338e+06,2.54254e+06
25.2224,1.99339e+06,2.54256e+06
25.2624,1.99338e+06,2.54257e+06
25.3023,1.99337e+06,2.54251e+06
25.3424,1.9933e+06,2.54233e+06
25.3834,1.99329e+06,2.54224e+06
25.4234,1.99329e+06,2.5423e+06
25.4634,1.99332e+06,2.54236e+06
25.5034,1.99333e+06,2.54242e+06
25.5434,1.99335e+06,2.54245e+06
25.5848,1.99335e+06,2.54246e+06
25.6246,1.99335e+06,2.54244e+06
25.6643,1.99334e+06,2.54245e+06
25.7044,1.99335e+06,2.54245e+06
25.7454,1.99336e+06,2.54249e+06
25.7854,1.99337e+06,2.54251e+06
25.8253,1.99338e+06,2.54254e+06
25.8654,1.99338e+06,2.54257e+06
25.9064,1.99339e+06,2.54259e+06
25.9464,1.99339e+06,2.5426e+06
25.9864,1.9934e+06,2.54262e+06
26.0263,1.9934e+06,2.54263e+06
26.0673,1.99341e+06,2.54264e+06
26.1073,1.99341e+06,2.54266e+06
26.1474,1.99341e+06,2.54264e+06
26.1873,1.99338e+06,2.54254e+06
26.2273,1.99332e+06,2.54237e+06
26.2696,1.9933e+06,2.54232e+06
26.3083,1.99331e+06,2.54235e+06
26.3483,1.99334e+06,2.54242e+06
26.3886,1.99334e+06,2.54245e+06
26.4293,1.99336e+06,2.54248e+06
26.4693,1.99334e+06,2.54246e+06
26.5094,1.99335e+06,2.54244e+06
26.5496,1.99333e+06,2.54244e+06
26.5903,1.99335e+06,2.54246e+06
26.6303,1.99336e+06,2.5425e+06
26.6703,1.99337e+06,2.54251e+06
26.7106,1.99338e+06,2.54256e+06
26.7503,1.99338e+06,2.54257e+06
26.7913,1.99339e+06,2.5426e+06
26.8313,1.99339e+06,2.5426e+06
26.8713,1.99339e+06,2.54263e+06
26.9113,1.99339e+06,2.54263e+06
26.9523,1.9934e+06,2.54262e+06
26.9923,1.99334e+06,2.54248e+06
27.0323,1.9933e+06,2.54234e+06
27.0723,1.99329e+06,2.54232e+06
27.1135,1.99331e+06,2.54237e+06
27.1533,1.99332e+06,2.54242e+06
27.1934,1.99334e+06,2.54247e+06
27.2333,1.99334e+06,2.5425e+06
27.2743,1.99334e+06,2.54249e+06
27.3143,1.99334e+06,2.54249e+06
27.3546,1.99333e+06,2.5425e+06
27.395,1.99334e+06,2.54253e+06
27.4343,1.99334e+06,2.54254e+06
27.4753,1.99336e+06,2.54258e+06
27.5153,1.99336e+06,2.5426e+06
27.5553,1.99338e+06,2.54263e+06
