Program Time [s],data 0,data 1,data 2
550.513,125,160,-347
550.524,125,173,-357
550.533,125,160,-410
550.544,125,171,-320
550.553,125,161,-368
550.563,125,172,-179
550.573,125,161,-371
550.583,125,170,-192
550.595,125,161,335
550.604,125,179,-433
550.614,125,161,175
550.624,125,178,-427
550.634,125,162,185
550.644,125,179,-550
550.654,125,161,235
550.664,125,177,-478
550.674,125,163,134
550.684,125,176,-429
550.694,125,161,174
550.704,125,178,-480
550.714,125,161,31
550.725,125,179,-310
550.735,125,160,320
550.745,125,178,-293
550.755,125,161,235
550.765,125,180,-308
550.775,125,161,447
550.785,125,178,-359
550.796,125,160,365
550.805,125,178,-257
550.815,125,163,265
550.825,125,178,-391
550.835,125,161,287
550.845,125,181,-394
550.855,125,164,306
550.866,125,183,-624
550.876,125,162,503
550.886,125,179,-555
550.896,125,160,644
550.906,125,178,-542
550.916,125,161,243
550.926,125,178,-572
550.936,125,160,337
550.946,125,179,-364
550.956,125,160,295
550.966,125,182,-313
550.976,125,169,635
550.987,125,205,-455
550.997,125,185,810
551.007,125,190,-475
551.017,125,160,595
551.028,125,177,-619
551.037,125,162,529
551.047,125,183,-598
551.057,125,163,497
551.067,125,182,-584
551.077,0,164,567
551.087,0,183,-619
551.097,0,165,738
551.107,0,182,-18
551.118,0,167,2214
551.129,0,178,1216
551.139,0,167,1128
551.148,0,187,-767
551.158,0,170,157
551.168,0,188,-826
551.178,0,174,539
551.188,0,192,-579
551.198,0,180,547
551.208,0,197,-525
551.219,0,182,620
551.229,0,194,-569
551.239,0,181,561
551.249,0,188,-381
551.259,0,175,625
551.269,0,179,-377
551.279,0,168,930
551.289,0,176,-235
551.299,0,166,962
551.309,0,174,-3
551.32,0,166,1130
551.33,0,174,327
551.34,0,164,1367
551.35,0,176,377
551.36,0,164,1448
551.37,0,175,210
551.38,0,164,1125
551.39,0,176,-221
551.4,0,165,533
551.41,0,175,-741
551.42,0,165,277
551.431,0,177,-483
551.442,0,173,-52
551.452,0,176,-895
551.462,0,176,377
551.473,0,175,-887
551.482,0,174,224
551.492,0,177,-711
551.502,0,177,278
551.512,0,174,-788
551.522,0,175,405
551.532,0,177,-700
551.542,0,177,324
551.552,0,174,-668
551.562,0,175,341
551.572,0,175,-608
551.583,0,176,56
551.593,0,165,-453
551.604,0,178,13
551.613,0,162,-508
551.623,0,177,195
551.634,0,165,-399
551.643,0,175,-1
551.653,0,175,-347
551.663,0,175,320
551.673,0,176,-430
551.683,0,175,142
551.695,0,163,-113
551.704,0,175,-143
551.714,0,167,-49
551.724,0,179,-135
551.734,0,167,74
551.744,0,178,-225
551.754,0,167,36
551.764,0,177,-156
551.774,0,162,-33
551.784,0,176,63
551.794,0,163,-48
551.804,0,176,130
551.814,0,164,-9
551.826,0,181,-129
551.835,0,167,-140
551.846,0,178,-36
551.855,0,173,148
551.865,0,200,65
551.875,0,185,97
551.885,0,185,11
551.895,0,164,36
551.905,0,175,-207
551.915,0,165,-45
551.925,0,177,-184
551.935,0,165,-24
551.946,0,185,-456
551.957,0,165,186
551.966,0,184,-289
551.976,0,168,341
551.987,0,183,53
551.996,0,168,1719
552.006,0,185,867
552.016,0,168,656
552.026,0,190,-263
552.036,0,171,-27
552.046,0,188,-299
552.056,0,176,73
552.067,0,195,-493
552.077,0,179,353
552.087,0,200,-467
552.097,0,182,405
552.107,0,201,-295
552.117,0,184,227
552.127,0,194,-350
552.137,0,175,470
552.147,0,188,-333
552.157,0,167,697
552.167,0,184,-153
552.178,0,168,795
552.188,0,183,29
552.198,0,167,873
552.208,0,183,166
552.218,0,166,1203
552.228,0,183,308
552.238,0,165,1182
552.248,0,184,530
552.258,0,166,893
552.268,0,184,-80
552.278,0,165,406
552.289,0,182,-861
552.299,0,167,296
552.309,0,185,-760
552.319,0,167,280
552.329,0,182,-841
552.339,0,168,259
552.349,0,183,-917
552.359,0,168,292
552.369,0,183,-847
552.379,0,167,342
552.39,0,177,-775
552.401,0,167,419
552.41,0,183,-804
552.42,0,166,224
552.43,0,182,-836
552.44,0,167,415
552.451,0,183,-700
552.46,0,169,311
552.47,0,182,-732
552.48,0,167,405
552.491,0,177,-586
552.501,0,164,311
552.511,0,176,-630
552.522,0,167,223
552.531,0,175,-600
552.541,0,167,459
552.551,0,174,-648
552.561,0,169,424
552.571,0,178,-724
552.581,0,164,510
552.591,0,177,-638
552.601,0,167,436
552.611,0,179,-558
552.622,0,167,484
552.632,0,180,-748
552.642,0,166,556
552.653,0,178,-569
552.662,0,170,458
552.672,0,180,-617
552.682,0,170,479
552.692,0,180,-510
552.702,0,169,558
552.712,0,175,-724
552.723,0,177,301
552.733,0,176,-430
552.744,0,177,383
552.753,0,177,-487
552.763,0,179,633
552.773,0,176,-551
552.783,0,180,495
552.793,0,184,-310
552.803,0,182,778
552.813,0,209,-348
552.823,0,185,709
552.833,0,178,-402
552.843,0,164,471
552.854,0,176,-286
552.864,0,180,241
552.874,0,176,-281
552.884,0,179,232
552.894,0,178,-194
552.904,0,182,212
552.914,0,180,-214
552.924,0,181,643
552.934,0,180,448
552.944,0,182,2238
552.954,0,182,519
552.964,0,183,160
552.974,0,184,-907
552.985,0,188,86
552.995,0,186,-482
553.005,0,190,95
553.015,0,193,-377
553.025,0,194,228
553.035,0,194,-342
553.046,0,199,348
553.055,0,196,-301
553.065,0,195,342
553.075,0,191,-161
553.086,0,189,30
553.096,0,171,170
553.107,0,183,84
553.117,0,168,443
553.127,0,180,439
553.136,0,172,541
553.146,0,178,873
553.156,0,167,775
553.166,0,181,897
553.176,0,169,512
553.188,0,180,737
553.197,0,167,619
553.207,0,181,340
553.217,0,168,221
553.227,0,180,-111
553.237,0,167,-164
553.247,0,183,-448
553.257,0,169,-357
553.267,0,182,-208
553.277,0,169,-447
553.287,0,180,-326
553.297,0,168,-189
553.308,0,188,-639
553.318,0,169,-18
553.328,131,187,-261
553.338,131,167,36
553.348,131,187,-149
553.358,131,168,-31
553.368,131,188,-218
553.378,131,167,-43
553.388,131,179,-184
553.398,131,168,-112
553.408,131,178,-196
553.418,131,167,-157
553.432,131,185,-231
553.442,131,169,-76
553.452,131,184,-160
553.463,131,168,189
553.473,131,179,-624
553.483,131,168,339
553.493,131,176,-529
553.503,131,169,281
553.513,131,179,-587
553.523,131,166,93
553.533,131,177,-531
553.543,131,168,12
553.553,131,177,-559
553.563,131,167,215
553.573,131,177,-559
553.583,131,166,432
553.595,131,178,-589
553.605,131,168,455
553.614,131,177,-622
553.624,131,167,431
553.634,131,181,-584
553.644,131,171,557
553.654,131,179,-738
553.664,131,171,485
553.674,131,181,-653
553.684,131,166,513
553.694,131,178,-731
553.705,131,179,222
553.715,131,179,-382
553.726,131,179,233
553.736,131,178,-512
553.745,131,178,187
553.755,131,178,-582
553.765,131,186,432
553.775,131,193,-370
553.785,131,214,751
553.795,131,199,-380
553.805,131,179,765
553.815,131,176,-704
553.825,131,178,470
553.835,131,180,-597
553.845,131,168,481
553.856,131,180,-427
553.866,131,183,276
553.876,131,180,-366
553.886,131,185,305
553.896,131,181,-95
553.906,131,183,1107
553.916,131,183,1839
553.926,131,185,1509
553.936,131,183,-308
553.946,131,186,-59
553.956,131,186,-631
553.966,131,189,181
553.978,131,181,-556
553.987,131,193,106
553.997,131,184,-432
554.007,131,198,147
554.017,131,189,-349
554.027,131,201,211
554.037,131,197,-318
554.047,131,192,459
554.057,131,189,-255
554.067,131,188,434
554.077,131,182,-199
554.087,131,185,580
554.097,131,181,86
554.108,131,182,577
554.118,131,168,649
554.128,131,181,673
554.138,131,166,889
554.148,131,182,937
554.158,131,169,1028
554.168,129,182,807
554.178,129,170,390
554.188,129,182,288
554.198,129,167,114
554.208,129,182,-133
554.218,129,170,-544
554.228,129,182,-120
554.238,129,169,-670
554.249,129,182,-285
554.26,129,169,-327
554.269,129,183,-362
554.279,129,170,-237
554.289,129,181,-414
554.299,129,167,-170
554.309,129,180,-258
554.319,129,169,-170
554.329,129,181,-395
554.339,129,168,-157
554.349,129,181,-235
554.359,129,170,-100
554.369,129,181,-369
554.38,129,169,132
554.39,129,190,-630
554.4,129,166,175
554.41,129,189,-107
554.42,129,168,31
554.43,129,189,-305
554.44,129,168,-51
554.45,129,187,-98
554.46,129,170,-170
554.47,129,181,-176
554.479,129,170,-148
554.492,129,188,-446
554.501,129,168,277
554.511,129,188,-525
554.521,129,169,426
554.531,129,189,-717
554.541,129,169,323
554.551,129,189,-575
554.561,129,171,451
554.571,129,190,-551
554.581,129,168,248
554.591,129,190,-438
554.602,129,173,206
554.611,129,192,-412
554.621,129,170,333
554.631,129,192,-540
554.643,129,169,335
554.653,129,191,-377
554.662,129,169,289
554.672,129,189,-341
554.682,129,170,358
554.692,129,188,-221
554.702,129,169,329
554.712,129,186,-485
554.722,129,173,421
554.732,129,200,-190
554.742,129,197,613
554.754,129,210,-606
554.763,129,172,796
554.774,129,187,-757
554.783,129,171,741
554.793,129,189,-808
554.803,129,169,594
554.813,129,191,-567
554.823,129,170,535
554.833,129,190,-627
554.843,129,173,449
554.853,129,191,-373
554.863,129,171,806
554.873,129,191,1146
554.883,129,174,1860
554.893,129,193,-387
554.905,129,177,363
554.914,129,194,-1128
554.924,129,179,478
554.934,129,200,-974
554.944,129,183,632
554.954,129,205,-874
554.964,129,188,595
554.974,129,208,-629
554.984,129,189,702
554.994,129,207,-639
555.005,129,185,688
555.014,129,198,-507
555.024,129,178,751
555.035,129,183,-284
555.046,129,173,831
555.055,129,183,-216
555.065,129,172,1216
555.075,129,182,-180
555.085,129,171,1453
555.096,129,179,135
555.105,129,172,1445
555.115,129,188,168
555.125,129,172,1339
555.135,129,189,-56
555.145,129,174,778
555.155,129,189,-728
555.166,129,172,232
555.176,129,183,-914
555.186,129,172,325
555.196,129,182,-974
555.207,53,173,180
555.216,53,180,-887
555.226,53,173,137
555.236,53,181,-809
555.246,53,173,283
555.256,53,181,-795
555.266,53,172,351
555.276,53,182,-637
555.287,53,183,296
555.297,53,181,-761
555.307,53,173,455
555.317,53,183,-703
555.327,53,174,365
555.337,53,177,-621
555.347,53,173,341
555.357,53,181,-665
555.367,53,173,515
555.377,53,180,-641
555.387,53,173,389
555.398,53,180,-342
555.408,53,185,204
555.418,53,182,-411
555.428,53,185,100
555.438,53,181,-565
555.448,53,184,390
555.458,53,182,-436
555.468,53,185,454
555.478,53,185,-620
555.488,53,187,460
555.498,53,184,-535
555.508,53,185,396
555.518,53,183,-544
555.529,53,184,506
555.539,53,182,-553
555.549,53,184,479
555.559,53,181,-644
555.569,53,183,273
555.579,53,180,-380
555.589,53,184,337
555.599,53,181,-355
555.609,53,190,516
555.619,53,199,-71
555.629,53,206,375
555.639,53,195,-106
555.648,53,181,314
555.661,53,168,86
555.67,53,180,109
555.68,53,170,-517
555.69,53,185,64
555.7,53,174,-424
555.71,53,185,37
555.72,53,171,-357
555.73,53,186,260
555.74,53,183,-18
555.75,53,191,1222
555.76,53,184,1329
555.769,53,189,1033
555.781,53,174,-222
555.792,53,191,-596
555.801,53,180,-344
555.811,53,196,-334
555.821,53,182,39
555.831,53,200,-110
555.841,53,186,22
555.851,53,201,-180
555.861,53,191,137
555.871,53,204,46
555.88,53,186,418
555.892,53,199,-32
555.902,53,178,162
555.912,53,187,46
555.922,53,174,284
555.932,53,187,204
555.942,53,173,623
555.952,53,184,341
555.962,53,172,821
555.972,53,184,596
555.982,53,174,833
555.992,53,184,820
556.002,53,170,998
556.012,53,185,446
556.021,53,169,444
556.033,53,191,-451
556.043,53,171,47
556.053,53,190,-692
556.063,53,173,97
556.073,53,188,-716
556.083,53,170,-90
556.093,68,189,-763
556.103,68,171,-43
556.113,68,192,-226
556.123,68,171,-73
556.133,68,191,-470
556.143,68,173,30
556.152,68,189,-374
556.164,68,171,305
556.174,68,189,-636
556.184,68,170,173
556.194,68,189,-527
556.204,68,170,239
556.214,68,189,-742
556.224,68,171,270
556.234,68,189,-668
556.244,68,171,378
556.254,68,190,-618
556.264,68,169,328
556.274,68,188,-498
556.284,68,170,205
556.294,68,188,-605
556.303,68,172,199
556.315,68,188,-752
556.325,68,170,317
556.335,68,190,-717
556.345,68,172,218
556.355,68,192,-442
556.365,68,169,309
556.375,68,189,-451
556.385,68,171,314
556.395,68,192,-588
556.405,68,174,356
556.415,68,193,-511
556.424,68,174,346
556.436,68,191,-576
556.446,68,172,459
556.456,68,189,-711
556.466,68,172,592
556.476,68,187,-625
556.486,68,170,713
556.496,68,188,-749
556.506,68,170,529
556.516,68,192,-608
556.526,68,181,733
556.536,68,215,-393
556.545,68,195,484
556.557,68,197,-483
556.567,68,168,561
556.577,68,186,-691
556.587,68,171,496
556.597,68,190,-707
556.607,68,173,394
556.617,68,189,-859
556.627,68,174,458
556.637,68,191,-777
556.647,68,173,733
556.657,68,192,-169
556.667,68,174,2064
556.677,68,192,974
556.687,68,177,983
556.696,68,192,-845
556.708,68,180,227
556.718,68,190,-783
556.728,68,180,532
556.738,68,195,-659
556.748,68,185,454
556.758,68,198,-590
556.768,68,188,588
556.778,68,200,-608
556.788,68,189,660
556.797,68,205,-592
556.807,68,182,513
556.82,68,188,-381
556.829,68,176,600
556.839,68,184,-267
556.849,68,175,841
556.859,68,182,-346
556.869,68,172,1246
556.879,68,182,40
556.889,68,173,1242
556.899,68,182,145
556.908,68,172,1295
556.919,68,181,175
556.929,68,172,1174
556.94,68,184,-317
556.95,68,185,559
556.96,68,183,-698
556.97,68,187,328
556.98,68,183,-760
556.99,68,174,127
557,68,182,-907
557.01,68,174,261
557.02,68,182,-856
557.03,68,173,215
557.04,68,183,-892
557.05,68,173,275
557.061,68,180,-494
557.071,131,185,147
557.081,131,182,-457
557.091,131,184,122
557.101,131,183,-278
557.112,131,184,87
557.121,131,183,-586
557.131,131,185,49
557.141,131,181,-551
557.151,131,185,43
557.16,131,185,-645
557.17,131,184,512
557.182,131,182,-473
557.193,131,184,10
557.203,131,183,-308
557.212,131,186,156
557.222,131,183,-429
557.232,131,186,232
557.242,131,181,-410
557.252,131,185,215
557.262,131,184,-280
557.272,131,186,147
557.282,131,183,-358
557.292,131,185,314
557.301,131,186,-252
557.312,131,189,166
557.323,131,175,3
557.333,131,188,92
557.343,131,172,-384
557.353,131,185,113
557.363,131,173,-367
557.373,131,183,-19
557.383,131,172,-375
557.393,131,185,351
557.403,131,180,-299
557.413,131,186,303
557.422,131,185,-423
557.435,131,198,668
557.446,131,197,-240
557.455,131,219,770
557.467,131,176,-90
557.477,131,191,335
557.487,131,172,-391
557.497,131,190,327
557.507,131,173,-459
557.517,131,192,207
557.527,131,173,-289
557.537,131,194,67
557.547,131,174,-190
557.557,131,195,370
557.567,131,175,5
557.576,131,195,941
557.586,131,174,2372
557.598,131,197,-317
557.608,131,179,374
557.618,131,196,-850
557.628,131,183,354
557.638,131,203,-653
557.648,131,189,482
557.658,131,206,-669
557.668,131,191,607
557.678,131,211,-639
557.688,131,196,700
557.698,131,210,-573
557.707,131,188,444
557.719,131,201,-652
557.729,131,180,715
557.739,131,197,-368
557.749,131,178,713
557.759,131,194,-337
557.769,131,174,1114
557.779,131,192,12
557.789,131,173,1279
557.799,131,194,151
557.809,131,173,1552
557.819,131,192,356
557.828,131,176,1448
557.838,131,191,15
557.85,131,175,734
557.86,131,184,-601
557.87,131,175,529
557.88,131,185,-756
557.89,131,175,347
557.9,131,184,-1016
557.91,129,174,206
557.92,129,182,-964
557.93,129,174,419
557.939,129,195,-956
557.951,129,175,309
557.961,129,184,-734
557.971,129,176,232
557.981,129,185,-837
557.991,129,173,386
558.001,129,185,-835
558.011,129,175,359
558.021,129,184,-741
558.031,129,174,286
558.041,129,186,-799
558.051,129,171,174
558.06,129,186,-770
558.07,129,174,642
558.082,129,183,-638
558.092,129,187,324
558.102,129,184,-555
558.112,129,187,470
558.122,129,184,-732
558.132,129,174,483
558.143,129,182,-633
558.152,129,175,380
558.162,129,185,-704
558.172,129,171,563
558.182,129,185,-863
558.191,129,173,641
558.202,129,183,-678
558.213,129,191,99
558.223,129,187,-246
558.233,129,189,201
558.244,129,189,-303
558.253,129,187,190
558.263,129,183,-571
558.273,129,189,95
558.283,129,183,-452
558.293,129,186,284
558.303,129,182,-787
558.313,129,187,683
558.322,129,181,-663
558.333,129,189,548
558.344,129,186,-229
558.354,129,202,466
558.364,129,216,-196
558.374,129,204,556
558.384,129,188,-301
558.394,129,182,200
558.404,129,183,-473
558.414,129,185,219
558.424,129,186,-353
558.434,129,186,191
558.443,129,183,-310
558.453,129,188,72
558.463,129,187,-167
558.473,129,189,413
558.485,129,175,966
558.495,129,187,2058
558.505,129,178,909
558.515,129,192,146
558.525,129,180,-855
558.535,129,194,-117
558.545,100,182,-548
558.555,100,198,260
558.565,100,197,-518
558.575,100,203,91
558.585,100,202,-319
558.594,100,205,349
558.604,100,205,-368
558.616,100,203,-73
558.626,100,187,-47
558.636,100,199,-49
558.646,100,179,251
558.656,100,194,281
558.666,100,176,395
558.676,100,188,226
558.686,100,174,599
558.696,100,189,608
558.706,100,173,860
558.716,100,188,896
558.726,100,175,938
558.736,100,187,1036
558.745,100,174,435
558.756,100,185,468
558.767,100,174,328
558.777,100,188,-244
558.788,100,174,-5
558.797,100,188,-357
558.807,100,174,-318
558.817,100,187,-458
558.827,100,174,-213
558.837,100,190,-502
558.846,100,175,-259
558.857,100,188,-323
558.866,100,174,-270
558.876,100,190,-360
558.889,100,174,41
558.898,100,193,-732
558.908,100,174,127
558.918,100,194,-667
558.928,100,173,127
558.938,100,193,-687
558.948,100,171,55
558.958,100,194,-133
558.968,100,175,251
558.978,100,193,-246
558.987,100,174,104
558.997,100,190,-330
559.007,100,172,15
559.019,100,193,-588
559.029,100,172,338
559.039,100,191,-604
559.049,100,175,406
559.059,100,193,-676
559.069,100,173,276
559.079,100,193,-774
559.089,100,176,324
559.099,100,194,-493
559.109,100,179,242
559.119,100,196,-553
559.129,100,176,164
559.139,100,191,-672
559.148,100,175,93
559.16,100,190,-826
559.17,100,170,346
559.18,100,192,-547
559.19,100,175,438
559.2,100,191,-678
559.21,100,172,272
559.22,100,194,-292
559.23,100,180,523
559.24,100,223,-95
559.25,100,197,551
559.26,100,190,-335
559.27,100,170,261
559.279,100,190,-416
559.291,100,175,435
559.301,100,192,-860
559.311,100,177,501
559.321,100,194,-758
559.331,100,175,493
559.341,100,195,-729
559.351,100,177,666
559.361,100,195,-226
559.37,100,178,2394
559.38,100,195,719
559.39,100,179,353
559.4,100,199,-1005
559.41,100,182,21
559.422,100,201,-913
559.436,100,197,349
559.447,100,189,-738
559.457,61,203,563
559.468,61,193,-771
559.478,61,205,567
559.488,61,194,-636
559.498,61,202,554
559.508,61,182,-482
559.518,61,196,501
559.528,61,177,-443
559.538,61,191,758
559.547,61,176,-237
559.557,61,187,1020
559.569,61,174,746
559.579,61,193,261
559.589,61,174,1064
559.599,61,193,456
559.609,61,174,1120
559.619,61,190,942
559.629,61,176,792
559.639,61,193,144
559.649,61,174,394
559.659,61,194,-261
559.668,61,173,-145
559.679,61,187,-406
559.688,61,174,-392
559.698,61,187,-413
559.708,61,175,-295
559.72,61,195,-751
559.73,61,175,70
559.74,61,193,-722
559.75,61,175,80
559.76,61,190,-608
559.77,61,175,127
559.78,61,193,-665
559.79,61,175,206
559.8,61,193,-705
559.809,61,173,128
559.819,61,194,-611
559.829,61,174,139
559.839,61,194,-579
559.851,61,175,289
559.862,61,193,-412
559.871,61,174,240
559.881,61,193,-452
559.891,61,174,116
559.901,61,193,-481
559.911,61,173,348
559.92,61,193,-463
559.93,61,173,347
559.94,61,193,-586
559.952,61,176,628
559.962,61,192,-715
559.972,61,176,551
559.982,61,193,-712
559.992,61,175,524
560.002,61,193,-663
560.012,61,179,517
560.022,61,198,-646
560.032,61,178,556
560.042,61,194,-689
560.051,61,175,282
560.061,61,194,-656
560.071,61,173,391
560.081,61,193,-603
560.093,61,173,500
560.103,61,194,-808
560.113,61,175,570
560.123,61,193,-741
560.133,0,174,585
560.143,0,202,-495
560.153,0,194,923
560.163,0,227,-414
560.173,0,192,709
560.183,0,196,-695
560.192,0,173,685
560.202,0,194,-666
560.214,0,175,621
560.224,0,186,-731
560.234,0,178,688
560.244,0,186,-784
560.254,0,178,592
560.264,0,188,-708
560.273,0,177,1217
560.284,0,195,202
560.294,0,183,2497
560.304,0,196,560
560.313,0,181,601
560.326,0,193,-959
560.335,0,183,438
560.345,0,193,-849
560.355,0,188,521
560.365,0,199,-703
560.375,0,193,511
560.385,0,203,-573
560.394,0,197,493
560.405,0,203,-600
560.414,0,195,586
560.424,0,197,-305
560.436,0,194,569
560.446,0,190,-346
560.456,0,179,759
560.466,0,186,-270
560.476,0,178,901
560.486,0,184,-2
560.495,0,177,1179
560.505,0,185,248
560.515,0,177,1413
560.525,0,187,431
560.535,0,175,1175
560.547,0,186,476
560.557,0,191,554
560.567,0,182,-116
560.577,0,189,56
560.587,0,185,-722
560.596,0,188,-120
560.606,0,186,-756
560.617,0,187,-247
560.627,0,186,-802
560.636,0,188,225
560.646,0,186,-781
560.658,0,189,89
560.668,0,183,-681
560.678,0,190,34
560.688,0,184,-572
560.698,0,189,-184
560.708,0,185,-356
560.718,0,189,47
560.728,0,184,-450
560.737,0,188,134
560.747,0,184,-445
560.757,0,186,92
560.767,0,185,-364
560.777,0,187,133
560.789,0,174,7
560.799,0,189,-248
560.809,0,174,-332
560.819,0,188,-108
560.829,0,173,-447
560.839,0,188,-16
560.849,0,183,-397
560.858,0,185,101
560.868,0,185,-432
560.878,0,187,104
560.89,0,172,-137
560.9,0,187,-211
560.91,0,175,-66
560.92,0,186,-155
560.93,0,172,58
560.94,0,187,-401
560.949,0,172,38
560.959,0,187,-346
560.969,0,178,70
560.979,0,191,-153
560.991,0,172,14
561.001,0,195,-137
561.011,0,172,159
561.021,0,186,-174
561.031,0,172,-69
561.041,0,186,-116
561.05,0,173,-101
561.061,0,185,-274
561.07,0,173,9
561.08,0,187,-221
561.09,0,174,5
561.102,0,199,-235
561.112,0,197,604
561.122,0,220,-590
561.132,0,187,545
561.142,0,193,-604
561.152,0,172,161
561.162,0,190,-646
561.171,0,175,160
561.181,0,192,-165
561.191,0,175,82
561.203,0,194,-454
561.213,0,176,349
561.223,0,195,-463
561.233,0,175,853
561.243,0,195,789
561.253,0,176,2480
561.262,0,197,345
561.273,0,179,282
561.282,0,200,-783
561.292,0,183,101
561.303,0,201,-595
561.314,0,190,399
561.324,0,207,-687
561.334,0,192,531
561.344,0,212,-591
561.354,0,195,365
561.364,0,212,-673
561.374,0,193,472
561.383,0,205,-595
561.393,0,182,584
561.404,0,198,-215
561.413,0,178,732
561.425,0,193,-234
561.438,0,179,803
561.447,0,186,146
561.459,0,188,1294
561.469,0,185,102
561.479,0,190,1544
561.489,0,184,308
561.499,0,189,1419
561.508,0,185,-12
561.518,0,189,972
561.528,0,183,-529
561.538,0,189,494
561.549,0,183,-775
561.558,0,189,200
561.57,0,173,-576
561.58,0,189,-204
561.59,0,184,-768
561.6,0,190,-91
561.609,0,183,-516
561.62,0,188,-63
561.63,0,184,-699
561.639,0,188,-4
561.65,0,183,-439
561.66,0,189,-109
561.671,0,174,-64
561.681,0,189,-458
561.691,0,173,-25
561.701,0,188,-423
561.711,0,173,10
561.721,0,189,-211
561.73,0,177,90
561.74,0,189,-260
561.75,0,172,-17
561.76,0,187,-137
561.77,0,173,-427
561.782,0,188,-333
561.792,0,176,10
561.802,0,186,-455
561.812,0,173,39
561.822,0,188,-450
561.832,0,174,-23
561.841,0,190,-231
561.851,0,173,70
561.861,0,188,-177
561.871,0,174,99
561.881,0,189,-347
561.891,0,175,2
561.903,0,193,-629
561.913,0,174,247
561.923,0,195,-54
561.933,0,177,88
561.943,0,196,-253
561.952,0,178,205
561.962,0,190,-107
561.972,0,176,134
561.982,0,189,-323
561.993,0,174,-10
562.004,0,193,-518
562.014,0,174,483
562.024,0,191,-486
562.034,0,173,444
562.044,0,194,-573
562.054,0,175,537
562.064,0,205,-337
562.073,0,200,633
562.083,0,217,-283
562.094,60,182,403
562.104,60,191,-427
562.115,60,174,397
562.125,60,192,-630
562.135,60,175,295
562.145,60,194,-448
562.155,60,176,314
562.165,60,193,-496
562.174,60,174,380
562.185,60,195,-454
562.194,60,177,1106
562.205,60,197,968
562.214,60,176,2129
562.226,60,197,-467
562.236,60,181,264
562.246,60,199,-970
562.256,60,186,334
562.266,60,203,-717
562.275,60,191,478
562.285,60,206,-667
562.295,60,195,449
562.305,60,208,-776
562.315,60,198,467
562.326,60,209,-528
562.335,60,191,567
562.347,60,203,-642
562.357,60,184,651
562.367,60,197,-480
562.377,60,180,789
562.387,60,196,-311
562.397,60,179,1036
562.407,60,196,-57
562.417,60,177,1247
562.426,60,194,238
562.436,60,177,1304
562.446,60,195,471
562.457,60,176,1260
562.466,60,194,50
562.478,60,178,811
562.488,60,183,-583
562.498,60,181,421
562.508,60,185,-813
562.518,60,176,391
562.529,60,185,-950
562.538,60,178,382
562.547,60,184,-1053
562.558,60,179,207
562.567,60,195,-1043
562.577,60,178,288
562.587,60,193,-1048
562.599,60,180,240
562.609,60,184,-804
562.619,60,176,170
562.629,60,187,-637
562.639,60,178,357
562.649,60,185,-819
562.659,60,176,394
562.669,60,184,-683
562.679,60,178,192
562.688,60,184,-566
562.698,60,178,542
562.709,60,184,-638
562.719,60,178,390
562.728,60,182,-621
562.739,60,179,507
562.75,60,182,-748
562.76,60,177,524
562.77,60,186,-603
562.78,60,177,389
562.79,60,184,-704
562.8,60,178,468
562.809,60,184,-593
562.82,60,177,443
562.829,60,184,-619
562.84,60,178,480
562.849,60,182,-628
562.859,60,181,335
562.87,60,187,-588
562.879,60,182,322
562.891,60,186,-454
562.901,60,191,209
562.911,60,184,-478
562.921,60,189,66
562.93,60,182,-432
562.941,60,189,430
562.95,60,184,-519
562.96,60,189,476
562.971,60,180,-444
562.98,60,190,322
562.991,60,187,-356
563.002,60,209,326
563.012,60,214,2
563.022,60,205,268
563.032,60,184,-116
563.042,60,188,160
563.052,60,181,-273
563.062,60,189,51
563.072,60,184,-314
563.081,60,190,118
563.092,60,184,-259
563.101,60,191,-74
563.112,60,185,-164
563.122,60,190,288
563.131,60,186,422
563.143,60,192,1872
563.153,60,178,906
563.163,60,195,-140
563.173,60,181,-581
563.183,60,195,-145
563.193,60,193,-450
563.203,60,200,70
563.212,60,197,-276
563.222,60,206,75
563.232,60,202,-411
563.242,60,207,120
563.253,60,201,-197
563.262,60,208,179
563.273,60,196,-55
563.284,60,199,-128
563.294,60,176,409
563.304,60,193,52
563.314,60,176,415
563.324,60,192,378
563.334,60,173,662
563.344,60,189,601
563.354,60,174,1016
563.364,60,188,849
563.374,60,172,1012
563.383,60,189,717
563.393,60,171,548
563.404,60,191,387
563.415,60,171,284
563.425,60,191,-377
563.44,60,177,-63
563.449,60,183,-474
563.461,60,177,244
563.471,60,183,-1005
563.481,40,178,69
563.491,40,181,-875
563.501,40,177,68
563.511,40,181,-945
563.521,40,177,156
563.531,40,182,-984
563.541,40,175,228
563.55,40,183,-978
563.56,40,177,256
563.57,40,181,-782
563.58,40,177,153
563.592,40,183,-605
563.602,40,188,-108
563.612,40,182,-542
563.622,40,188,416
563.632,40,181,-604
563.642,40,189,355
563.652,40,181,-594
563.662,40,187,333
563.671,40,182,-756
563.681,40,176,352
563.691,40,181,-639
563.701,40,176,258
563.711,40,179,-619
563.721,40,177,330
563.733,40,181,-360
563.743,40,189,25
563.753,40,180,-268
563.763,40,188,-52
563.773,40,182,-203
563.782,40,190,-38
563.793,40,181,-303
563.802,40,187,12
563.812,40,181,-425
563.822,40,193,-5
563.832,40,184,-433
563.842,40,193,-131
563.852,40,183,-406
563.864,40,190,125
563.874,40,181,-255
563.884,40,189,32
563.894,40,182,-250
