Program Time [s],data 0,data 1,data 2,data 3,,,,,Program Time [s],data 0,data 1,data 2,data 3
790.49,0.039062,0.132812,0.460938,0,,,,,823.536,-0.132812,-0.054688,0.4375,0
790.5,0.023438,0.125,0.460938,0,,,,,823.547,-0.132812,-0.046875,0.414062,0
790.511,0.039062,0.125,0.421875,0,,,,,823.558,-0.164062,-0.046875,0.46875,0
790.521,0.046875,0.117188,0.421875,0,,,,,823.568,-0.15625,-0.070312,0.46875,0
790.532,0.03125,0.132812,0.414062,0,,,,,823.578,-0.109375,-0.570312,0.648438,0
790.542,0.015625,0.109375,0.445312,0,,,,,823.589,-0.171875,-0.054688,0.671875,0
790.553,0.03125,0.125,0.445312,0,,,,,823.599,-0.101562,-0.109375,0.515625,0
790.564,0.03125,0.125,0.445312,0,,,,,823.61,-0.117188,-0.09375,0.523438,0
790.574,0.023438,0.117188,0.4375,0,,,,,823.621,-0.109375,-0.109375,0.453125,0
790.584,0.03125,0.125,0.46875,0,,,,,823.631,-0.109375,-0.117188,0.460938,0
790.595,0.03125,0.117188,0.476562,0,,,,,823.642,-0.132812,-0.101562,0.53125,0
790.606,0.023438,0.125,0.46875,0,,,,,823.652,-0.132812,-0.070312,0.40625,0
790.616,0.015625,0.125,0.476562,0,,,,,823.663,-0.148438,-0.070312,0.570312,0
790.627,0.03125,0.132812,0.484375,0,,,,,823.673,-0.15625,-0.09375,0.539062,0
790.637,0.03125,0.125,0.484375,0,,,,,823.684,-0.148438,-0.132812,0.523438,0
790.647,0.039062,0.140625,0.484375,0,,,,,823.694,-0.164062,-0.140625,0.523438,0
790.658,0.015625,0.125,0.484375,0,,,,,823.705,-0.140625,-0.117188,0.515625,0
790.668,0.023438,0.117188,0.476562,0,,,,,823.715,-0.179688,-0.140625,0.523438,0
790.679,0.015625,0.140625,0.484375,0,,,,,823.726,-0.164062,-0.09375,0.492188,0
790.69,0.03125,0.117188,0.484375,0,,,,,823.737,-0.171875,-0.109375,0.53125,0
790.7,0.03125,0.132812,0.515625,0,,,,,823.747,-0.203125,-0.101562,0.570312,0
790.711,0.03125,0.117188,0.5,0,,,,,823.758,-0.1875,-0.101562,0.578125,0
790.721,0.007812,0.125,0.59375,0,,,,,823.768,-0.179688,-0.101562,0.515625,0
790.731,0.03125,0.132812,0.625,0,,,,,823.779,-0.171875,-0.109375,0.585938,0
790.742,0.046875,0.117188,0.703125,0,,,,,823.79,-0.179688,-0.109375,0.585938,0
790.752,0.039062,0.140625,0.765625,0,,,,,823.8,-0.179688,-0.109375,0.570312,0
790.763,0.09375,0.085938,0.796875,0,,,,,823.81,-0.125,-0.109375,0.492188,0
790.773,0.070312,0.125,0.859375,0,,,,,823.821,-0.179688,-0.101562,0.546875,0
790.784,0.03125,0.125,0.9375,0,,,,,823.831,-0.164062,-0.109375,0.5,0
790.794,0.023438,0.164062,0.882812,0,,,,,823.842,-0.171875,-0.101562,0.507812,0
790.805,0,0.15625,0.929688,0,,,,,823.853,-0.148438,-0.09375,0.484375,0
790.815,0,0.15625,0.78125,0,,,,,823.863,-0.140625,-0.117188,0.507812,0
790.826,0.203125,-0.203125,0.578125,0,,,,,823.874,-0.171875,-0.125,0.546875,0
790.836,0.039062,0.140625,0.507812,0,,,,,823.884,-0.117188,-0.125,0.476562,0
790.847,0.007812,0.140625,0.398438,0,,,,,823.894,-0.140625,-0.125,0.546875,0
790.857,0.015625,0.164062,0.375,0,,,,,823.905,-0.140625,-0.109375,0.507812,0
790.868,0.03125,0.132812,0.304688,0,,,,,823.915,-0.132812,-0.109375,0.5,0
790.878,0.023438,0.125,0.257812,0,,,,,823.926,-0.15625,-0.101562,0.5,0
790.889,0.023438,0.125,0.171875,0,,,,,823.937,-0.164062,-0.109375,0.507812,0
790.899,0.015625,0.140625,0.109375,0,,,,,823.947,-0.164062,-0.101562,0.515625,0
790.91,0.03125,0.09375,0.03125,0,,,,,823.958,-0.148438,-0.117188,0.492188,0
790.92,0.023438,0.148438,0.0625,0,,,,,823.968,-0.148438,-0.109375,0.507812,0
790.931,0.054688,0.171875,-0.015625,0,,,,,823.979,-0.140625,-0.101562,0.507812,0
790.941,0.023438,0.195312,0.0625,0,,,,,823.99,-0.15625,-0.101562,0.507812,0
790.952,0.046875,0.15625,0,0,,,,,824,-0.15625,-0.085938,0.507812,0
790.962,0.046875,0.203125,0.085938,0,,,,,824.011,-0.171875,-0.09375,0.523438,0
790.972,0.085938,0.140625,0.078125,0,,,,,824.022,-0.140625,-0.09375,0.421875,0
790.983,0.0625,0.210938,0.132812,0,,,,,824.032,-0.148438,-0.085938,0.523438,0
790.994,0.085938,0.203125,0.101562,0,,,,,824.042,-0.15625,-0.117188,0.460938,0
791.004,0.078125,0.203125,0.179688,0,,,,,824.053,-0.148438,-0.109375,0.484375,0
791.015,0.085938,0.21875,0.164062,0,,,,,824.063,-0.148438,-0.101562,0.492188,0
791.025,0.09375,0.21875,0.203125,0,,,,,824.075,-0.140625,-0.101562,0.484375,0
791.037,0.101562,0.21875,0.25,0,,,,,824.084,-0.140625,-0.085938,0.492188,0
791.046,0.101562,0.21875,0.3125,0,,,,,824.095,-0.148438,-0.09375,0.492188,0
791.057,0.070312,0.257812,0.375,0,,,,,824.106,-0.148438,-0.09375,0.484375,0
791.067,0.085938,0.21875,0.398438,0,,,,,824.116,-0.148438,-0.101562,0.484375,0
791.078,0.328125,0.3125,0.3125,0,,,,,824.127,-0.15625,-0.09375,0.492188,0
791.088,0.039062,0.34375,0.539062,0,,,,,824.137,-0.148438,-0.078125,0.507812,0
791.099,0.0625,0.242188,0.570312,0,,,,,824.148,-0.15625,-0.09375,0.46875,0
791.109,0.101562,0.210938,0.5,0,,,,,824.158,-0.132812,-0.101562,0.476562,0
791.12,0.0625,0.21875,0.5625,0,,,,,824.169,-0.132812,-0.101562,0.484375,0
791.13,0.078125,0.203125,0.539062,0,,,,,824.179,-0.140625,-0.101562,0.476562,0
791.141,0.046875,0.203125,0.546875,0,,,,,824.19,-0.132812,-0.101562,0.476562,0
791.151,0.039062,0.1875,0.523438,0,,,,,824.2,-0.132812,-0.101562,0.476562,0
791.162,0.054688,0.1875,0.507812,0,,,,,824.211,-0.140625,-0.101562,0.46875,0
791.172,0.039062,0.164062,0.515625,0,,,,,824.221,-0.132812,-0.101562,0.476562,0
791.183,0.03125,0.171875,0.546875,0,,,,,824.232,-0.132812,-0.09375,0.46875,0
791.193,0.039062,0.15625,0.546875,0,,,,,824.242,-0.132812,-0.09375,0.46875,0
791.204,0.046875,0.148438,0.539062,0,,,,,824.253,-0.125,-0.101562,0.46875,0
791.214,0.046875,0.132812,0.515625,0,,,,,824.263,-0.125,-0.101562,0.476562,0
791.225,0.039062,0.101562,0.5,0,,,,,824.274,-0.125,-0.101562,0.453125,0
791.235,0.03125,0.125,0.523438,0,,,,,824.285,-0.125,-0.101562,0.460938,0
791.246,0.015625,0.117188,0.679688,0,,,,,824.295,-0.125,-0.101562,0.4375,0
791.256,0.03125,0.140625,0.515625,0,,,,,824.306,-0.125,-0.09375,0.445312,0
791.267,0.023438,0.125,0.523438,0,,,,,824.316,-0.125,-0.101562,0.445312,0
791.277,0.015625,0.132812,0.523438,0,,,,,824.327,-0.117188,-0.09375,0.453125,0
791.288,0.03125,0.164062,0.546875,0,,,,,824.337,-0.117188,-0.101562,0.453125,0
791.298,0.015625,0.148438,0.507812,0,,,,,824.348,-0.109375,-0.109375,0.453125,0
791.309,0.03125,0.148438,0.515625,0,,,,,824.358,-0.109375,-0.109375,0.4375,0
791.32,0.007812,0.164062,0.515625,0,,,,,824.369,-0.117188,-0.109375,0.453125,0
791.33,0.023438,0.148438,0.5,0,,,,,824.379,-0.117188,-0.09375,0.453125,0
791.341,0.023438,0.140625,0.507812,0,,,,,824.39,-0.125,-0.09375,0.445312,0
791.351,0.015625,0.140625,0.507812,0,,,,,824.401,-0.140625,-0.078125,0.460938,0
791.362,0.007812,0.148438,0.507812,0,,,,,824.411,-0.125,-0.09375,0.46875,0
791.373,0.023438,0.132812,0.476562,0,,,,,824.421,-0.117188,-0.09375,0.460938,0
791.383,-0.007812,0.164062,0.476562,0,,,,,824.432,-0.132812,-0.085938,0.445312,0
791.393,-0.007812,0.15625,0.492188,0,,,,,824.442,-0.125,-0.101562,0.4375,0
791.404,0,0.15625,0.484375,0,,,,,824.452,-0.125,-0.101562,0.445312,0
791.414,0,0.148438,0.46875,0,,,,,824.463,-0.125,-0.101562,0.453125,0
791.425,0,0.15625,0.476562,0,,,,,824.473,-0.117188,-0.109375,0.460938,0
791.435,0,0.148438,0.460938,0,,,,,824.484,-0.132812,-0.109375,0.453125,0
791.446,0.007812,0.148438,0.460938,0,,,,,824.495,-0.125,-0.101562,0.460938,0
791.456,0.007812,0.148438,0.460938,0,,,,,824.505,-0.125,-0.101562,0.460938,0
791.467,0,0.148438,0.46875,0,,,,,824.516,-0.125,-0.101562,0.453125,0
791.477,0.007812,0.148438,0.460938,0,,,,,824.526,-0.125,-0.09375,0.453125,0
791.488,-0.007812,0.15625,0.460938,0,,,,,824.536,-0.125,-0.101562,0.46875,0
791.498,0.023438,0.140625,0.460938,0,,,,,824.547,-0.125,-0.09375,0.460938,0
791.509,0.007812,0.148438,0.46875,0,,,,,824.558,-0.132812,-0.09375,0.46875,0
791.52,0.007812,0.078125,0.4375,0,,,,,824.569,-0.140625,-0.09375,0.453125,0
791.53,0.007812,0.140625,0.460938,0,,,,,824.578,-0.125,-0.101562,0.46875,0
791.541,0.007812,0.148438,0.445312,0,,,,,824.589,-0.125,-0.101562,0.453125,0
791.551,0.015625,0.148438,0.460938,0,,,,,824.599,-0.132812,-0.101562,0.453125,0
791.562,0.007812,0.140625,0.453125,0,,,,,824.61,-0.125,-0.101562,0.46875,0
791.572,0.007812,0.148438,0.460938,0,,,,,824.621,-0.132812,-0.101562,0.46875,0
791.583,0.015625,0.140625,0.460938,0,,,,,824.631,-0.125,-0.101562,0.484375,0
791.593,0.007812,0.140625,0.46875,0,,,,,824.642,-0.132812,-0.09375,0.476562,0
791.604,0.015625,0.140625,0.46875,0,,,,,824.652,-0.132812,-0.09375,0.476562,0
791.614,0.015625,0.140625,0.46875,0,,,,,824.663,-0.125,-0.09375,0.460938,0
791.624,0.015625,0.132812,0.46875,0,,,,,824.673,-0.125,-0.09375,0.460938,0
791.635,0.023438,0.140625,0.46875,0,,,,,824.684,-0.125,-0.101562,0.453125,0
791.646,0.007812,0.132812,0.492188,0,,,,,824.694,-0.125,-0.101562,0.453125,0
791.656,0.023438,0.132812,0.46875,0,,,,,824.705,-0.132812,-0.09375,0.46875,0
791.667,0.015625,0.132812,0.460938,0,,,,,824.716,-0.132812,-0.09375,0.46875,0
791.677,0.007812,0.140625,0.484375,0,,,,,824.726,-0.125,-0.09375,0.460938,0
791.688,0.015625,0.132812,0.453125,0,,,,,824.736,-0.125,-0.09375,0.46875,0
791.698,0.007812,0.140625,0.492188,0,,,,,824.747,-0.140625,-0.085938,0.46875,0
791.709,0.023438,0.140625,0.484375,0,,,,,824.758,-0.140625,-0.09375,0.460938,0
791.72,0.023438,0.125,0.46875,0,,,,,824.768,-0.132812,-0.078125,0.476562,0
791.73,0.007812,0.132812,0.46875,0,,,,,824.779,-0.117188,-0.09375,0.445312,0
791.74,0.03125,0.132812,0.476562,0,,,,,824.789,-0.117188,-0.09375,0.484375,0
791.751,0.015625,0.125,0.484375,0,,,,,824.799,-0.101562,-0.117188,0.46875,0
791.761,0.015625,0.132812,0.5,0,,,,,824.81,-0.085938,-0.101562,0.476562,0
791.772,0.023438,0.132812,0.46875,0,,,,,824.82,-0.078125,-0.109375,0.484375,0
791.782,0.015625,0.132812,0.507812,0,,,,,824.831,-0.039062,-0.117188,0.507812,0
791.793,0.023438,0.125,0.484375,0,,,,,824.842,-0.03125,-0.117188,0.53125,0
791.804,0.015625,0.132812,0.492188,0,,,,,824.852,0,-0.140625,0.5625,0
791.814,0.015625,0.132812,0.484375,0,,,,,824.862,-0.039062,-0.125,0.53125,0
791.825,0.007812,0.132812,0.46875,0,,,,,824.873,0.023438,-0.140625,0.578125,0
791.835,0.023438,0.132812,0.492188,0,,,,,824.883,0.015625,-0.125,0.578125,0
791.845,0.007812,0.132812,0.476562,0,,,,,824.894,-0.007812,-0.125,0.59375,0
791.856,0.023438,0.125,0.46875,0,,,,,824.904,0.015625,-0.078125,0.546875,0
791.866,0.015625,0.132812,0.484375,0,,,,,824.915,-0.007812,-0.0625,0.546875,0
791.877,0,0.140625,0.453125,0,,,,,824.925,-0.007812,-0.078125,0.554688,0
791.887,0.023438,0.140625,0.46875,0,,,,,824.936,0,-0.085938,0.515625,0
791.898,0.015625,0.132812,0.460938,0,,,,,824.946,0.03125,-0.054688,0.484375,0
791.908,0.023438,0.125,0.429688,0,,,,,824.957,0.0625,-0.148438,0.484375,0
791.919,0.007812,0.140625,0.453125,0,,,,,824.967,0.070312,-0.15625,0.578125,0
791.93,0,0.125,0.429688,0,,,,,824.978,0.101562,-0.15625,0.554688,0
791.94,0.007812,0.132812,0.46875,0,,,,,824.988,0.085938,-0.164062,0.53125,0
791.95,0.015625,0.132812,0.460938,0,,,,,824.999,0.0625,-0.164062,0.507812,0
791.961,0.015625,0.132812,0.453125,0,,,,,825.01,0.023438,-0.15625,0.4375,0
791.971,0.015625,0.132812,0.453125,0,,,,,825.02,0.039062,-0.132812,0.375,0
791.982,0.03125,0.125,0.445312,0,,,,,825.031,-0.070312,-0.039062,0.3125,0
791.992,0.007812,0.140625,0.453125,0,,,,,825.041,-0.023438,-0.140625,0.382812,0
792.003,0.015625,0.140625,0.460938,0,,,,,825.052,-0.046875,-0.15625,0.5625,0
792.013,0.023438,0.140625,0.460938,0,,,,,825.062,-0.132812,-0.148438,0.539062,0
792.024,0.015625,0.132812,0.46875,0,,,,,825.073,-0.171875,-0.1875,0.484375,0
792.035,0.015625,0.132812,0.445312,0,,,,,825.083,0.007812,0.007812,0.484375,0
792.045,0.015625,0.132812,0.460938,0,,,,,825.094,-0.179688,-0.195312,0.578125,0
792.056,0.007812,0.140625,0.484375,0,,,,,825.104,-0.039062,-0.054688,0.34375,0
792.066,0.015625,0.140625,0.46875,0,,,,,825.115,-0.195312,-0.148438,0.601562,0
792.077,0.015625,0.140625,0.453125,0,,,,,825.125,-0.164062,-0.109375,0.421875,0
792.087,0.007812,0.140625,0.476562,0,,,,,825.136,-0.140625,-0.039062,0.460938,0
792.098,0.015625,0.132812,0.476562,0,,,,,825.146,-0.226562,-0.0625,0.570312,0
792.108,0.015625,0.132812,0.46875,0,,,,,825.157,-0.226562,-0.109375,0.460938,0
792.119,0.007812,0.132812,0.476562,0,,,,,825.167,-0.1875,-0.132812,0.445312,0
792.129,0.007812,0.132812,0.46875,0,,,,,825.178,-0.117188,-0.070312,0.429688,0
792.14,0.007812,0.132812,0.460938,0,,,,,825.188,-0.15625,-0.117188,0.390625,0
792.15,0.015625,0.132812,0.46875,0,,,,,825.199,0.03125,-0.140625,0.34375,0
792.161,0.007812,0.132812,0.46875,0,,,,,825.209,-0.28125,-0.203125,0.6875,0
792.171,0.007812,0.140625,0.46875,0,,,,,825.22,-0.203125,-0.0625,0.328125,0
792.182,0.007812,0.148438,0.460938,0,,,,,825.23,-0.140625,-0.179688,0.546875,0
792.193,0,0.140625,0.460938,0,,,,,825.241,-0.171875,-0.226562,0.390625,0
792.203,0.007812,0.132812,0.460938,0,,,,,825.251,-0.164062,-0.09375,0.382812,0
792.213,0.007812,0.140625,0.453125,0,,,,,825.262,-0.1875,-0.070312,0.484375,0
792.225,0.007812,0.132812,0.460938,0,,,,,825.272,-0.210938,-0.117188,0.421875,0
792.235,0,0.132812,0.453125,0,,,,,825.284,-0.171875,-0.085938,0.4375,0
792.245,0.007812,0.132812,0.453125,0,,,,,825.294,-0.148438,-0.101562,0.4375,0
792.256,0.015625,0.132812,0.46875,0,,,,,825.304,-0.085938,-0.09375,0.429688,0
792.266,0.015625,0.140625,0.476562,0,,,,,825.315,-0.132812,-0.023438,0.34375,0
792.277,0,0.132812,0.476562,0,,,,,825.325,-0.140625,-0.078125,0.507812,0
792.287,0,0.140625,0.46875,0,,,,,825.336,-0.195312,-0.039062,0.421875,0
792.297,0.007812,0.132812,0.484375,0,,,,,825.347,-0.125,-0.015625,0.398438,0
792.308,0.015625,0.125,0.46875,0,,,,,825.357,-0.210938,-0.109375,0.421875,0
792.318,0.007812,0.132812,0.476562,0,,,,,825.368,-0.117188,-0.015625,0.46875,0
792.329,0.007812,0.132812,0.476562,0,,,,,825.378,-0.242188,-0.085938,0.453125,0
792.339,0.007812,0.132812,0.46875,0,,,,,825.388,-0.179688,-0.054688,0.453125,0
792.35,0.007812,0.140625,0.476562,0,,,,,825.399,-0.148438,-0.09375,0.40625,0
792.361,0.007812,0.125,0.46875,0,,,,,825.41,-0.179688,-0.054688,0.4375,0
792.371,0,0.132812,0.484375,0,,,,,825.42,-0.179688,-0.085938,0.476562,0
792.381,0.007812,0.132812,0.46875,0,,,,,825.431,-0.171875,-0.046875,0.414062,0
792.392,0,0.132812,0.46875,0,,,,,825.441,-0.164062,-0.078125,0.492188,0
792.402,0.007812,0.125,0.484375,0,,,,,825.452,-0.15625,-0.070312,0.445312,0
792.413,0.015625,0.132812,0.476562,0,,,,,825.463,-0.1875,-0.070312,0.460938,0
792.424,0,0.132812,0.476562,0,,,,,825.473,-0.203125,-0.070312,0.453125,0
792.435,0.015625,0.132812,0.484375,0,,,,,825.484,-0.203125,-0.0625,0.46875,0
792.445,0.015625,0.125,0.492188,0,,,,,825.494,-0.203125,-0.09375,0.4375,0
792.456,0.007812,0.117188,0.5625,0,,,,,825.504,-0.210938,-0.070312,0.46875,0
792.466,0.039062,0.132812,0.515625,0,,,,,825.516,-0.179688,-0.09375,0.429688,0
792.477,0.03125,0.132812,0.515625,0,,,,,825.525,-0.203125,-0.078125,0.445312,0
792.487,-0.046875,0.140625,0.523438,0,,,,,825.536,-0.210938,-0.085938,0.46875,0
792.498,0.007812,0.148438,0.515625,0,,,,,825.546,-0.1875,-0.09375,0.46875,0
792.508,0.039062,0.117188,0.5,0,,,,,825.557,-0.203125,-0.085938,0.453125,0
792.519,0.007812,0.117188,0.539062,0,,,,,825.567,-0.234375,-0.085938,0.429688,0
792.53,0,0.140625,0.546875,0,,,,,825.578,-0.242188,-0.085938,0.421875,0
792.54,0.015625,0.085938,0.570312,0,,,,,825.589,-0.242188,-0.0625,0.414062,0
792.55,-0.015625,0.171875,0.546875,0,,,,,825.599,-0.210938,-0.078125,0.421875,0
792.561,0.007812,0.109375,0.5,0,,,,,825.61,-0.242188,-0.078125,0.414062,0
792.571,-0.007812,0.125,0.507812,0,,,,,825.621,-0.210938,-0.09375,0.4375,0
792.582,0,0.195312,0.421875,0,,,,,825.631,-0.242188,-0.09375,0.453125,0
792.592,0.015625,0.117188,0.492188,0,,,,,825.641,-0.226562,-0.070312,0.421875,0
792.603,-0.007812,0.125,0.515625,0,,,,,825.653,-0.203125,-0.117188,0.375,0
792.613,0.023438,0.09375,0.5,0,,,,,825.663,-0.210938,-0.085938,0.40625,0
792.624,-0.007812,0.101562,0.4375,0,,,,,825.673,-0.335938,-0.046875,0.453125,0
792.635,-0.03125,0.125,0.367188,0,,,,,825.684,-0.21875,-0.117188,0.507812,0
792.645,-0.03125,0.039062,0.453125,0,,,,,825.694,-0.28125,-0.164062,0.484375,0
792.656,-0.039062,0.148438,0.46875,0,,,,,825.705,-0.1875,-0.085938,0.296875,0
792.666,-0.023438,0.125,0.507812,0,,,,,825.715,-0.140625,-0.03125,0.484375,0
792.677,-0.03125,0.117188,0.507812,0,,,,,825.726,-0.304688,-0.15625,0.640625,0
792.687,-0.039062,0.054688,0.46875,0,,,,,825.736,-0.195312,-0.148438,0.351562,0
792.698,-0.054688,0.125,0.5,0,,,,,825.747,-0.171875,0.039062,0.40625,0
792.708,-0.039062,0.09375,0.445312,0,,,,,825.757,-0.1875,-0.101562,0.507812,0
792.719,-0.023438,0.179688,0.414062,0,,,,,825.768,-0.15625,-0.046875,0.453125,0
792.729,-0.03125,0.109375,0.484375,0,,,,,825.778,-0.140625,-0.09375,0.375,0
792.74,-0.015625,0.070312,0.46875,0,,,,,825.788,-0.171875,-0.085938,0.453125,0
792.75,-0.015625,0.085938,0.492188,0,,,,,825.799,-0.101562,-0.109375,0.5625,0
792.761,-0.015625,0.109375,0.476562,0,,,,,825.81,-0.210938,-0.132812,0.359375,0
792.772,-0.03125,0.09375,0.507812,0,,,,,825.82,-0.046875,-0.09375,0.554688,0
792.782,-0.007812,0.085938,0.523438,0,,,,,825.831,-0.078125,-0.164062,0.4375,0
792.793,-0.023438,0.09375,0.5,0,,,,,825.841,0,-0.335938,0.539062,0
792.803,-0.03125,0.109375,0.484375,0,,,,,825.852,-0.179688,-0.007812,0.515625,0
792.813,-0.054688,0.078125,0.46875,0,,,,,825.862,-0.125,0.039062,0.304688,0
792.824,-0.101562,0.15625,0.453125,0,,,,,825.873,-0.132812,0.007812,0.492188,0
792.834,-0.0625,0.078125,0.460938,0,,,,,825.884,-0.304688,-0.101562,0.6875,0
792.845,-0.054688,0.101562,0.476562,0,,,,,825.894,0.0625,0,0.28125,0
792.856,-0.054688,0.0625,0.492188,0,,,,,825.904,-0.21875,-0.203125,0.546875,0
792.866,-0.078125,0.0625,0.492188,0,,,,,825.915,-0.164062,-0.109375,0.390625,0
792.876,-0.078125,0.335938,0.546875,0,,,,,825.925,-0.132812,-0.09375,0.4375,0
792.887,-0.039062,0.140625,0.632812,0,,,,,825.936,-0.257812,0.179688,0.429688,0
792.898,-0.3125,-0.992188,0.164062,0,,,,,825.946,-0.125,-0.125,0.523438,0
792.908,-0.046875,0.03125,0.4375,0,,,,,825.957,-0.125,-0.078125,0.46875,0
792.919,-0.101562,0.0625,0.539062,0,,,,,825.968,-0.179688,-0.046875,0.476562,0
792.929,-0.125,0.085938,0.515625,0,,,,,825.978,-0.242188,-0.101562,0.515625,0
792.94,-0.070312,0.101562,0.578125,0,,,,,825.988,-0.210938,-0.085938,0.484375,0
792.95,-0.585938,0.585938,0.28125,0,,,,,825.999,-0.15625,-0.101562,0.476562,0
792.961,-0.015625,0.015625,0.203125,0,,,,,826.01,-0.164062,-0.125,0.492188,0
792.971,-0.015625,0.078125,0.320312,0,,,,,826.02,-0.125,-0.085938,0.46875,0
792.982,-0.132812,0.125,0.476562,0,,,,,826.031,-0.164062,-0.109375,0.445312,0
792.992,-0.109375,0.109375,0.445312,0,,,,,826.041,-0.171875,-0.078125,0.429688,0
793.003,-0.085938,0.101562,0.390625,0,,,,,826.052,-0.148438,-0.070312,0.421875,0
793.013,-0.0625,0.101562,0.445312,0,,,,,826.062,-0.179688,-0.070312,0.460938,0
793.024,-0.0625,0.085938,0.414062,0,,,,,826.073,-0.148438,-0.070312,0.476562,0
793.035,-0.070312,0.070312,0.4375,0,,,,,826.083,-0.179688,-0.125,0.492188,0
793.045,-0.09375,0.078125,0.429688,0,,,,,826.094,-0.140625,-0.117188,0.453125,0
793.055,-0.078125,0.070312,0.398438,0,,,,,826.104,-0.226562,-0.148438,0.5625,0
793.066,-0.070312,0.078125,0.40625,0,,,,,826.115,-0.125,-0.070312,0.445312,0
793.076,-0.0625,0.0625,0.429688,0,,,,,826.126,-0.109375,-0.085938,0.429688,0
793.087,-0.046875,0.054688,0.414062,0,,,,,826.136,-0.09375,-0.125,0.421875,0
793.098,-0.054688,0.0625,0.476562,0,,,,,826.146,-0.15625,-0.117188,0.492188,0
793.108,-0.070312,0.054688,0.476562,0,,,,,826.157,-0.117188,-0.101562,0.460938,0
793.12,-0.046875,0.039062,0.46875,0,,,,,826.168,-0.179688,-0.109375,0.515625,0
793.129,-0.054688,0.03125,0.5,0,,,,,826.178,-0.210938,-0.171875,0.539062,0
793.14,-0.046875,0.039062,0.429688,0,,,,,826.189,-0.117188,-0.132812,0.578125,0
793.151,-0.039062,0.046875,0.429688,0,,,,,826.199,-0.148438,-0.125,0.453125,0
793.161,-0.054688,0.03125,0.4375,0,,,,,826.21,-0.171875,-0.171875,0.46875,0
793.171,-0.054688,0.015625,0.4375,0,,,,,826.22,-0.164062,-0.171875,0.585938,0
793.182,-0.054688,0.023438,0.46875,0,,,,,826.231,-0.085938,-0.078125,0.523438,0
793.192,-0.046875,0,0.507812,0,,,,,826.242,0.125,0.039062,0.304688,0
793.203,-0.054688,0.015625,0.515625,0,,,,,826.252,0.015625,-0.078125,0.414062,0
793.213,-0.070312,-0.007812,0.523438,0,,,,,826.262,-0.179688,-0.125,0.53125,0
793.224,-0.078125,0.015625,0.515625,0,,,,,826.273,-0.03125,-0.117188,0.757812,0
793.235,-0.070312,0,0.59375,0,,,,,826.284,-0.078125,-0.140625,0.5,0
793.245,-0.054688,0.007812,0.515625,0,,,,,826.294,-0.195312,-0.09375,0.296875,0
793.255,-0.09375,0.007812,0.492188,0,,,,,826.304,-0.117188,-0.085938,0.375,0
793.266,-0.09375,0.023438,0.445312,0,,,,,826.315,0.015625,-0.015625,0.234375,0
793.276,-0.109375,0.015625,0.414062,0,,,,,826.325,-0.140625,0.039062,0.132812,0
793.288,-0.09375,0.007812,0.4375,0,,,,,826.336,-0.085938,0.046875,0.195312,0
793.297,-0.09375,-0.015625,0.445312,0,,,,,826.346,-0.054688,-0.125,0.453125,0
793.308,-0.101562,0.023438,0.46875,0,,,,,826.357,-0.015625,-0.039062,0.554688,0
793.319,-0.085938,0.007812,0.460938,0,,,,,826.368,0.117188,0.03125,0.414062,0
793.33,-0.085938,0.046875,0.484375,0,,,,,826.378,0.03125,-0.054688,0.445312,0
793.34,-0.070312,0.015625,0.484375,0,,,,,826.389,-0.09375,-0.078125,0.601562,0
793.35,-0.101562,0.015625,0.476562,0,,,,,826.4,0.085938,-0.046875,0.398438,0
793.361,-0.101562,0.023438,0.5,0,,,,,826.41,0.015625,0.023438,0.359375,0
793.371,-0.078125,0.015625,0.492188,0,,,,,826.42,-0.09375,-0.140625,0.5,0
793.382,-0.09375,0.007812,0.445312,0,,,,,826.431,0.007812,-0.0625,0.375,0
793.392,-0.101562,0.03125,0.484375,0,,,,,826.441,0,-0.0625,0.4375,0
793.403,-0.109375,0.023438,0.453125,0,,,,,826.453,-0.023438,-0.101562,0.429688,0
793.414,-0.09375,0.03125,0.429688,0,,,,,826.463,-0.054688,-0.09375,0.492188,0
793.424,-0.09375,0.03125,0.445312,0,,,,,826.473,-0.03125,-0.078125,0.539062,0
793.435,-0.109375,0.023438,0.46875,0,,,,,826.484,0.023438,-0.085938,0.484375,0
793.445,-0.085938,0.03125,0.46875,0,,,,,826.495,0.015625,-0.101562,0.484375,0
793.456,-0.117188,0.046875,0.492188,0,,,,,826.505,0.039062,-0.109375,0.46875,0
793.466,-0.109375,0.015625,0.460938,0,,,,,826.515,0.03125,-0.109375,0.515625,0
793.477,-0.109375,0.03125,0.46875,0,,,,,826.526,0.023438,-0.101562,0.5,0
793.487,-0.085938,0.023438,0.46875,0,,,,,826.537,0.023438,-0.085938,0.484375,0
793.498,-0.09375,0.046875,0.46875,0,,,,,826.547,0,-0.09375,0.484375,0
793.508,-0.101562,0.023438,0.460938,0,,,,,826.557,0.007812,-0.085938,0.476562,0
793.519,-0.101562,0.023438,0.476562,0,,,,,826.568,-0.015625,-0.054688,0.445312,0
793.529,-0.101562,0.03125,0.476562,0,,,,,826.578,0.007812,-0.101562,0.421875,0
793.54,-0.085938,0.015625,0.460938,0,,,,,826.589,0.007812,-0.09375,0.398438,0
793.55,-0.109375,0.007812,0.476562,0,,,,,826.599,-0.023438,-0.070312,0.484375,0
793.561,-0.078125,0.007812,0.484375,0,,,,,826.61,0.007812,-0.109375,0.460938,0
