Program Time [s],data 0,data 1,,,,Program Time [s],data 0,data 1,,,,Program Time [s],data 0,data 1
1424.86,2.26E+06,2.55E+06,,,,1429.77,2.26E+06,2.55E+06,,,,,,
1424.9,2.26E+06,2.55E+06,,,,1429.81,2.26E+06,2.55E+06,,,,,,
1424.94,2.26E+06,2.55E+06,,,,1429.85,2.26E+06,2.55E+06,,,,,,
1424.98,2.26E+06,2.55E+06,,,,1429.89,2.26E+06,2.55E+06,,,,,,
1425.02,2.26E+06,2.55E+06,,,,1429.93,2.26E+06,2.55E+06,,,,,,
1425.06,2.26E+06,2.55E+06,,,,1429.97,2.26E+06,2.55E+06,x,,,,,
1425.1,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.14,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.18,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.22,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.26,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.34,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.38,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.42,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.47,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.5,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.54,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.58,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.63,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.67,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.71,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.75,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.79,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.83,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.87,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.91,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.95,2.26E+06,2.55E+06,,,,,,,,,,,,
1425.99,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.03,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.07,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.11,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.15,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.19,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.23,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.27,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.35,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.39,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.43,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.47,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.51,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.55,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.59,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.63,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.67,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.71,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.75,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.79,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.83,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.87,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.91,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.95,2.26E+06,2.55E+06,,,,,,,,,,,,
1426.99,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.03,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.07,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.11,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.15,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.19,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.23,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.27,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.35,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.39,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.43,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.48,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.52,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.55,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.6,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.64,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.68,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.72,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.76,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.8,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.84,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.88,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.92,2.26E+06,2.55E+06,,,,,,,,,,,,
1427.96,2.26E+06,2.55E+06,,,,,,,,,,,,
1428,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.04,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.08,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.12,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.16,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.2,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.24,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.28,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.32,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.36,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.4,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.44,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.48,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.52,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.56,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.6,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.64,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.68,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.72,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.76,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.8,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.84,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.88,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.92,2.26E+06,2.55E+06,,,,,,,,,,,,
1428.96,2.26E+06,2.55E+06,,,,,,,,,,,,
1429,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.04,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.08,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.12,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.16,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.2,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.24,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.28,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.32,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.36,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.4,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.44,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.48,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.52,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.57,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.61,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.65,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.69,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.73,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.77,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.81,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.85,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.89,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.93,2.26E+06,2.55E+06,,,,,,,,,,,,
1429.97,2.26E+06,2.55E+06,x,,,,,,,,,,,
1430.01,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.05,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.09,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.13,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.17,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.21,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.25,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.29,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.33,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.37,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.41,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.45,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.49,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.53,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.57,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.61,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.65,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.69,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.73,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.77,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.81,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.85,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.89,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.93,2.26E+06,2.55E+06,,,,,,,,,,,,
1430.97,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.01,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.05,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.09,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.13,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.17,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.21,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.25,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.29,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.33,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.37,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.41,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.45,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.49,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.54,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.58,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.62,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.66,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.7,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.74,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.78,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.82,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.86,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.9,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.94,2.26E+06,2.55E+06,,,,,,,,,,,,
1431.98,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.02,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.06,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.1,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.14,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.18,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.22,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.26,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.3,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.34,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.38,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.42,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.46,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.5,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.54,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.58,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.62,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.66,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.7,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.74,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.78,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.82,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.86,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.9,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.94,2.26E+06,2.55E+06,,,,,,,,,,,,
1432.98,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.02,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.06,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.1,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.14,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.18,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.22,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.26,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.3,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.34,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.38,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.42,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.47,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.51,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.55,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.59,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.63,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.67,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.71,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.75,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.79,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.83,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.87,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.91,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.95,2.26E+06,2.55E+06,,,,,,,,,,,,
1433.99,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.03,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.07,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.11,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.15,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.19,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.23,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.27,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.35,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.39,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.43,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.47,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.51,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.55,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.59,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.63,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.67,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.71,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.75,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.79,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.83,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.87,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.91,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.95,2.26E+06,2.55E+06,,,,,,,,,,,,
1434.99,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.03,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.07,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.11,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.15,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.19,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.23,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.27,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.35,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.4,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.44,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.48,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.52,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.56,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.6,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.64,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.68,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.72,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.76,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.8,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.84,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.88,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.92,2.26E+06,2.55E+06,,,,,,,,,,,,
1435.96,2.26E+06,2.55E+06,,,,,,,,,,,,
1436,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.04,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.08,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.12,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.16,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.2,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.24,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.28,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.32,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.36,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.4,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.44,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.48,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.52,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.56,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.6,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.64,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.68,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.72,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.76,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.8,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.84,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.88,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.92,2.26E+06,2.55E+06,,,,,,,,,,,,
1436.96,2.26E+06,2.55E+06,,,,,,,,,,,,
1437,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.04,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.08,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.12,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.16,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.2,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.24,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.29,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.33,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.36,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.41,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.45,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.49,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.53,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.57,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.61,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.65,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.69,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.73,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.77,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.81,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.85,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.89,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.93,2.26E+06,2.55E+06,,,,,,,,,,,,
1437.97,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.01,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.05,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.09,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.13,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.17,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.21,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.25,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.29,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.33,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.37,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.41,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.45,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.49,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.53,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.57,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.61,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.65,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.69,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.73,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.77,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.81,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.85,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.89,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.93,2.26E+06,2.55E+06,,,,,,,,,,,,
1438.97,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.01,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.05,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.09,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.13,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.17,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.22,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.26,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.29,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.34,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.38,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.42,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.46,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.5,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.54,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.58,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.62,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.66,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.7,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.74,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.78,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.82,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.86,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.9,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.94,2.26E+06,2.55E+06,,,,,,,,,,,,
1439.98,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.02,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.06,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.1,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.14,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.18,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.22,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.26,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.3,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.34,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.38,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.42,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.46,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.5,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.54,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.58,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.62,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.66,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.7,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.74,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.78,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.82,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.86,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.9,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.94,2.26E+06,2.55E+06,,,,,,,,,,,,
1440.98,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.02,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.06,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.1,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.15,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.18,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.23,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.27,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.35,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.39,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.43,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.47,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.51,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.55,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.59,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.63,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.67,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.71,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.75,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.79,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.83,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.87,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.91,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.95,2.26E+06,2.55E+06,,,,,,,,,,,,
1441.99,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.03,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.07,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.11,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.15,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.19,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.23,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.27,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.31,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.35,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.39,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.43,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.47,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.51,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.55,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.59,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.63,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.67,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.71,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.75,2.26E+06,2.55E+06,,,,,,,,,,,,
1442.79,2.26E+06,2.55E+06,,,,,,,,,,,,
