Program Time [s],data 0,data 1
31.4368,2.26415e+06,2.55087e+06
31.4759,2.26415e+06,2.55087e+06
31.5156,2.26413e+06,2.5509e+06
31.5569,2.26414e+06,2.55091e+06
31.5971,2.26412e+06,2.55089e+06
31.6366,2.26406e+06,2.55072e+06
31.6766,2.26404e+06,2.55056e+06
31.7166,2.26404e+06,2.55052e+06
31.7577,2.26406e+06,2.55058e+06
31.7976,2.26407e+06,2.55063e+06
31.8376,2.26408e+06,2.55067e+06
31.8777,2.26409e+06,2.55069e+06
31.9186,2.26413e+06,2.5507e+06
31.9586,2.26413e+06,2.55068e+06
31.9985,2.26411e+06,2.55067e+06
32.0386,2.2641e+06,2.55071e+06
32.0786,2.2641e+06,2.55075e+06
32.1197,2.2641e+06,2.5508e+06
32.1596,2.26411e+06,2.55084e+06
32.1996,2.26412e+06,2.55087e+06
32.2405,2.26412e+06,2.5509e+06
32.2805,2.26411e+06,2.55093e+06
32.3205,2.26411e+06,2.55094e+06
32.3605,2.2641e+06,2.55096e+06
32.4006,2.2641e+06,2.55099e+06
32.4419,2.26412e+06,2.55102e+06
32.482,2.2641e+06,2.55105e+06
32.5215,2.26408e+06,2.55106e+06
32.5619,2.26408e+06,2.55102e+06
32.6016,2.26403e+06,2.55084e+06
32.6426,2.264e+06,2.5507e+06
32.6825,2.26401e+06,2.55069e+06
32.7225,2.26402e+06,2.55076e+06
32.7625,2.26402e+06,2.55082e+06
32.8035,2.26403e+06,2.55088e+06
32.8435,2.26401e+06,2.55088e+06
32.8835,2.26401e+06,2.55088e+06
32.9237,2.26401e+06,2.55088e+06
32.9645,2.26402e+06,2.55089e+06
33.0045,2.26402e+06,2.55092e+06
33.0445,2.26401e+06,2.55094e+06
33.0845,2.26401e+06,2.55097e+06
33.1245,2.26401e+06,2.55098e+06
33.1659,2.26402e+06,2.551e+06
